date,VOO,KMLM
2001-03-13,315.1658527850,411.1203857863
2001-03-14,308.9423313613,414.1665616088
2001-03-15,309.0211461589,419.5581538801
2001-03-16,302.8229682330,423.8177356466
2001-03-19,308.9842541260,420.9430772688
2001-03-20,300.6902543652,419.3927399709
2001-03-21,295.5822265196,424.6531984309
2001-03-22,292.5804616503,429.7480791236
2001-03-23,301.4276837056,426.8211583588
2001-03-26,305.2716057273,423.8149277116
2001-03-27,311.5118962568,423.3961300899
2001-03-28,302.9019728695,422.0022672697
2001-03-29,304.0604966060,422.7953818283
2001-03-30,307.2465318009,427.1997992430
2001-04-02,300.6902543652,424.8548384898
2001-04-03,290.6584689996,423.7439137548
2001-04-04,291.8695148413,423.1565687777
2001-04-05,302.9283288415,424.2107547454
2001-04-06,298.3205582277,424.9279161556
2001-04-09,301.6380885244,426.4628474933
2001-04-10,307.1412661118,426.3478659727
2001-04-11,307.3517658501,421.9379609683
2001-04-12,312.9337582351,416.6606667242
2001-04-16,309.6425206307,417.4535957774
2001-04-17,314.0131824156,419.5482008339
2001-04-18,326.4939216737,417.1632051093
2001-04-19,330.8382274865,408.7483647096
2001-04-20,327.8104230434,407.8858281725
2001-04-23,321.8596685286,415.2134220712
2001-04-24,320.1218829238,414.3084246623
2001-04-25,324.3084325822,412.3644527207
2001-04-26,325.7566505325,412.3342911213
2001-04-27,331.1805387249,413.2218906179
2001-04-30,333.4976811174,410.1249490785
2001-05-01,334.5246148326,406.9903459531
2001-05-02,333.9189337127,403.0008474857
2001-05-03,329.6797037500,407.1213742339
2001-05-04,335.2879571875,406.7249171235
2001-05-07,332.3917744055,406.6192880368
2001-05-08,332.2338600520,409.4146267108
2001-05-09,330.8382274865,410.8713361432
2001-05-10,331.8123859780,412.2342990508
2001-05-11,329.5218210363,410.0793840244
2001-05-14,330.1800242614,408.8267244160
2001-05-15,331.7072152084,407.8629450757
2001-05-16,339.5271555104,405.7077933321
2001-05-17,340.0538636336,406.0326394813
2001-05-18,341.6073472730,408.4529521692
2001-05-21,346.6364021219,412.8694776386
2001-05-22,346.1888251944,416.4551795598
2001-05-23,340.3172018754,419.2871270195
2001-05-24,341.3176214194,415.9279947253
2001-05-25,337.2890810340,416.0140874273
2001-05-29,334.6035561895,417.6422111791
2001-05-30,329.9166860197,417.6237903318
2001-05-31,331.6281472922,418.9114689525
2001-06-01,333.6819198032,415.0937614273
2001-06-04,335.2879571875,416.4518867655
2001-06-05,339.1323538066,417.4566687916
2001-06-06,336.3149225426,416.2485582174
2001-06-07,337.5261898630,415.4841090893
2001-06-08,334.3926767733,415.4237183429
2001-06-11,332.0231704747,416.6621396423
2001-06-12,331.4437504074,416.7184848497
2001-06-13,328.6002479296,416.0073293618
2001-06-14,321.2277579959,415.8613067201
2001-06-15,321.7452272910,418.4148454908
2001-06-18,320.1873140765,416.2077520609
2001-06-19,321.5867750605,417.5350612696
2001-06-20,323.2768161733,417.7483405588
2001-06-21,326.9470988498,416.4283050423
2001-06-22,324.3857286683,417.8979903253
2001-06-25,321.4020934172,420.1526017763
2001-06-26,320.9531243375,417.5105669525
2001-06-27,320.7684110544,417.4163233417
2001-06-28,322.5375517232,423.3080829176
2001-06-29,323.7257536131,420.3826100162
2001-07-02,327.7656210549,418.5318571470
2001-07-03,327.6865214989,416.2736341051
2001-07-05,321.2965429697,419.7813489341
2001-07-06,314.3519816337,417.9057809469
2001-07-09,316.0682205194,417.2029837207
2001-07-10,312.2659681438,412.7053603623
2001-07-11,312.5828409650,410.6068998822
2001-07-12,320.0026007934,408.8915075593
2001-07-13,322.7750402300,412.9263546078
2001-07-16,318.7350462289,416.4941813740
2001-07-17,321.7188396791,412.5168786528
2001-07-18,319.5271175426,410.9872305583
2001-07-19,322.3261660698,412.1777592182
2001-07-20,320.3986364502,411.5823555338
2001-07-23,314.0878207566,413.9034243861
2001-07-24,311.0512837225,411.4471936215
2001-07-25,314.4839513329,406.3019955915
2001-07-26,317.7845226848,408.2941578230
2001-07-27,318.9992387459,408.2062295103
2001-07-30,319.1049157526,409.1375803984
2001-07-31,320.4251506214,410.4228523608
2001-08-01,322.4319063563,409.4256782571
2001-08-02,323.7519513860,406.8749601492
2001-08-03,321.9830005562,408.6524684880
2001-08-06,317.6524580662,408.7174336290
2001-08-07,318.8935617391,409.4381823770
2001-08-08,312.9787184227,408.8439838257
2001-08-09,313.9029492744,406.1499847664
2001-08-10,314.9856639965,406.5952500167
2001-08-13,315.0648901117,405.9482828724
2001-08-14,314.9328254931,402.1866851403
2001-08-15,312.2132245598,396.6394408883
2001-08-16,313.2957810828,397.9479630496
2001-08-17,308.2787810062,399.0566689367
2001-08-20,311.1306047572,399.6351258946
2001-08-21,305.8230245519,398.9285412934
2001-08-22,308.9915945648,401.2342075930
2001-08-23,307.8827453494,398.9725696901
2001-08-24,314.2727238786,400.4079269707
2001-08-27,312.3979062031,400.6310380411
2001-08-28,307.8298435664,403.6750359051
2001-08-29,305.0837601018,405.1045676576
2001-08-30,299.2218185684,406.6581492438
2001-08-31,301.4133508660,404.6849898312
2001-09-04,299.4858845260,401.0877852781
2001-09-05,300.2252122557,401.6331269832
2001-09-06,292.4884530468,404.9251801177
2001-09-07,287.0756704320,407.0750665573
2001-09-10,290.5874059585,406.6958341808
2001-09-17,275.4044043898,415.1669966373
2001-09-18,274.7443660550,417.0859607397
2001-09-19,269.1993922623,420.4304846164
2001-09-20,260.6440159288,417.0900171024
2001-09-21,257.8320899938,416.1932486728
2001-09-24,266.8964245102,416.9156350990
2001-09-25,269.6795265670,417.2687971149
2001-09-26,268.7251113247,417.9610300594
2001-09-27,271.0575673912,420.0811694052
2001-09-28,276.8090226649,419.0546515891
2001-10-01,276.3583766746,421.9909618688
2001-10-02,279.8305624232,423.4775045833
2001-10-03,284.5216090495,422.2857242887
2001-10-04,284.7601416705,420.5072986457
2001-10-05,284.2035339150,421.5803268814
2001-10-08,282.3483329294,422.5414042182
2001-10-09,280.8375946901,419.8504515148
2001-10-10,287.0925660972,416.9820130267
2001-10-11,291.5450484627,412.2317537898
2001-10-12,290.2199410613,417.9787099879
2001-10-15,289.6899740364,419.2618682321
2001-10-16,291.5187557703,417.6228289312
2001-10-17,285.3167177861,418.8511770219
2001-10-18,284.7070816883,422.3141048969
2001-10-19,284.5216090495,414.8613300932
2001-10-22,290.1405251071,413.7635481736
2001-10-23,288.6561744797,415.9943021990
2001-10-24,287.8877064736,413.0243475103
2001-10-25,293.0560081808,417.1055276911
2001-10-26,292.3933121009,416.9729663608
2001-10-29,284.7866874815,418.2762142985
2001-10-30,281.3675617151,422.5253933363
2001-10-31,280.4136210701,426.7712028121
2001-11-01,287.5961771501,431.8641922727
2001-11-02,289.5573082611,431.3075130966
2001-11-05,293.3475375043,435.2160022686
2001-11-06,297.9063296730,435.0937372344
2001-11-07,297.5085221862,435.8576134107
2001-11-08,298.4362966980,427.4806267167
2001-11-09,298.7544351121,423.3225229673
2001-11-12,296.9255900985,429.4904542447
2001-11-13,303.6044718459,421.2666439224
2001-11-14,303.8962226482,424.8865889607
2001-11-15,304.4527354841,428.8930211262
2001-11-16,303.1010822718,421.7853796968
2001-11-19,306.8380300540,420.8358310489
2001-11-20,304.2671995656,418.1077290789
2001-11-21,302.2528819132,415.9888603091
2001-11-23,306.5995923525,415.3616911210
2001-11-26,307.2622884324,420.0696545467
2001-11-27,305.9368962726,414.2730001641
2001-11-28,300.3975543683,419.2133896123
2001-11-29,304.4527354841,423.3227729134
2001-11-30,302.2795226437,418.3182684818
2001-12-03,300.4771285216,417.7574375346
2001-12-04,305.5659193552,421.4334933681
2001-12-05,311.1582263222,416.9918589388
2001-12-06,310.9992678545,419.1204983562
2001-12-07,308.9318902199,414.1273132559
2001-12-10,303.1539840548,417.7307241692
2001-12-11,302.5443479570,420.3569854296
2001-12-12,302.8887790635,423.3347670191
2001-12-13,297.0049427731,421.5531571188
2001-12-14,299.8409782527,414.9895503388
2001-12-17,302.9420921643,414.9219668771
2001-12-18,304.7442648076,418.3463729867
2001-12-19,306.8909634769,419.6320712806
2001-12-20,303.8696768372,422.1840714897
2001-12-21,305.7126648514,418.7124641513
2001-12-24,305.1276761753,417.0600758845
2001-12-26,306.8030996901,410.7708786558
2001-12-27,308.6647551995,414.6917956812
2001-12-28,308.5050373761,414.0876090070
2001-12-31,303.9839598756,421.0608605108
2002-01-02,307.2552011122,415.9716793709
2002-01-03,310.7390935950,419.2059716048
2002-01-04,312.8136534693,412.3862835184
2002-01-07,310.6062696206,412.5652144606
2002-01-08,309.8881405719,413.4532851868
2002-01-09,307.3615425552,417.0072617921
2002-01-10,308.7180050206,418.9983349441
2002-01-11,305.6859292015,421.1278302315
2002-01-14,303.7713402692,424.3910880517
2002-01-15,306.2445302657,421.6444016770
2002-01-16,300.0479659707,419.7374273708
2002-01-17,302.3085047210,424.7134087832
2002-01-18,300.9254964446,427.2431390351
2002-01-22,298.8511580491,427.4290562415
2002-01-23,301.1382426104,424.0263277950
2002-01-24,302.0691178248,422.6376456940
2002-01-25,301.9891956335,419.2469798027
2002-01-28,302.8136977650,421.4925004915
2002-01-29,293.2928006115,424.6130215493
2002-01-30,297.5212730346,426.1756202368
2002-01-31,301.0053553563,422.1464473857
2002-02-01,299.5957063495,419.5631294511
2002-02-04,292.1489893924,423.9791264659
2002-02-05,290.3404571448,426.3731158406
2002-02-06,289.0906841605,427.7910413348
2002-02-07,287.2821835527,426.5376998365
2002-02-08,292.7874493684,425.6248772305
2002-02-11,296.3777465739,418.5360772674
2002-02-12,295.4469029993,417.8462006712
2002-02-13,298.5850987827,415.6266572396
2002-02-14,298.0264977185,417.5318560666
2002-02-15,294.9150692248,419.2485039328
2002-02-19,289.2501805052,418.6380802315
2002-02-20,294.1171445440,420.5859589087
2002-02-21,288.0268584124,418.8622762725
2002-02-22,291.5906098070,418.9348856150
2002-02-25,296.4043240247,425.0460276147
2002-02-26,295.7926946181,423.1992014248
2002-02-27,296.9363159983,423.6714263787
2002-02-28,295.6064309837,419.9426212945
2002-03-01,302.4946101563,412.7077038826
2002-03-04,307.8402214281,409.3928976354
2002-03-05,306.8564127908,405.0982567691
2002-03-06,310.4997383387,401.9013541268
2002-03-07,309.8347958314,391.5527484860
2002-03-08,311.1380717553,390.5481353288
2002-03-11,311.8028877033,385.7365187336
2002-03-12,311.6167506282,386.9914006976
2002-03-13,308.6115370183,389.8502710806
2002-03-14,308.1859814072,386.0386931478
2002-03-15,311.1226315220,385.0240979811
2002-03-18,311.1759762625,383.3834829374
2002-03-19,313.2562313048,384.7971133474
2002-03-20,307.3617323942,388.1984039524
2002-03-21,307.4952524447,384.5484336125
2002-03-22,306.8285064675,387.3222455532
2002-03-25,303.0144524381,386.9943660766
2002-03-26,304.7747339566,385.5619658568
2002-03-27,305.5749050647,385.8470430157
2002-03-28,305.4414482939,389.4505738910
2002-04-01,305.5749050647,387.4122253481
2002-04-02,303.8946406570,385.3924431705
2002-04-03,301.7608826751,384.6480698055
2002-04-04,300.5074078316,385.2720788892
2002-04-05,300.5604994536,384.5808656726
2002-04-08,301.2007945392,385.8221045281
2002-04-09,299.0937089276,386.5181234445
2002-04-10,302.4811948716,387.8621863580
2002-04-11,294.9596497345,388.3230151126
2002-04-12,297.1734564671,385.7580718245
2002-04-15,294.9063682736,384.0742701232
2002-04-16,301.9208852569,385.4261911056
2002-04-17,301.2807483704,385.6232688965
2002-04-18,299.9738022271,387.0485315215
2002-04-19,301.0675908870,386.0854771652
2002-04-22,296.0531219962,385.0254543446
2002-04-23,294.7730064223,385.4423335749
2002-04-24,291.8124366017,387.0995227310
2002-04-25,291.9725024632,388.9349286691
2002-04-26,286.4248709253,389.4862771984
2002-04-29,285.0111720213,388.7289130501
2002-04-30,287.6782824892,385.3378665271
2002-05-01,291.1990353651,386.1626197122
2002-05-02,290.0787958137,385.6948898796
2002-05-03,286.9315826809,387.6006751880
2002-05-06,281.3038707526,386.9327902409
2002-05-07,280.3170563322,387.4706402776
2002-05-08,290.7456367103,384.9191074897
2002-05-09,287.3848864162,386.7866393189
2002-05-10,281.9706800094,388.0563098942
2002-05-13,287.7050814188,383.5318962023
2002-05-14,293.9729302336,382.0280288356
2002-05-15,292.8258601128,383.1377633702
2002-05-16,294.3462801377,384.2526553732
2002-05-17,295.7863666537,387.1444924845
2002-05-20,292.5859353396,388.0091834287
2002-05-21,289.9187932319,388.7152953972
2002-05-22,290.5588035591,390.8799542126
2002-05-23,293.6526719514,389.0376039019
2002-05-24,289.8920575819,389.6118581775
2002-05-28,288.3185459350,390.8510754160
2002-05-29,286.1845981141,391.9314850793
2002-05-30,285.3845535653,391.8934557899
2002-05-31,285.9714406307,392.0662220631
2002-06-03,278.3700998616,393.1354735472
2002-06-04,279.0633600099,394.6234996026
2002-06-05,281.6772522966,393.6685114700
2002-06-06,275.9429141669,396.3084784758
2002-06-07,275.6229090032,396.4409964114
2002-06-10,276.6897088947,394.2781938516
2002-06-11,271.9422801048,395.5837995408
2002-06-12,273.5957772227,395.7870175473
2002-06-13,270.8486180042,392.3679193349
2002-06-14,270.4485324501,392.4073340512
2002-06-17,277.7033538845,392.2683379617
2002-06-18,279.9702838788,393.9470115587
2002-06-19,273.4358062808,395.6962458222
2002-06-20,269.9416941353,398.3705320112
2002-06-21,265.7209418289,402.0238291197
2002-06-24,267.1128092555,397.8405769240
2002-06-25,261.1176007902,398.5187822199
2002-06-26,261.5456875871,402.6691183981
2002-06-27,266.1224828148,400.4157427472
2002-06-28,264.8645942161,403.2949096757
2002-07-01,259.6989660739,399.9928824490
2002-07-02,254.1853157053,398.9500958876
2002-07-03,255.6305595123,397.3716548866
2002-07-05,265.8013702574,393.8374998891
2002-07-08,262.4824003488,400.5770303409
2002-07-09,255.8715600394,403.0670508319
2002-07-10,246.5574291252,404.8104229874
2002-07-11,248.5648334765,406.0394443491
2002-07-12,245.8349179611,407.5258595850
2002-07-15,247.1462303999,411.3980869294
2002-07-16,242.3820957839,410.7875495798
2002-07-17,242.8639228191,410.9587806989
2002-07-18,234.9949724322,409.1805180118
2002-07-19,226.7246550785,412.7043493534
2002-07-22,220.0067930699,408.2121693882
2002-07-23,213.9846591157,399.4892770326
2002-07-24,226.7515331076,404.8968582378
2002-07-25,224.8244306256,405.7108821808
2002-07-26,229.1068489458,399.2143234927
2002-07-29,240.2676855533,393.9026859126
2002-07-30,243.3991420546,398.4318812518
2002-07-31,243.9880540687,399.0825883675
2002-08-01,237.6178978882,401.0747447862
